,Adipose-InsulinGenes,Adipose-InsulinCorr,Liver-InsulinGenes,Liver-InsulinCorr,Muscle-InsulinGenes,Muscle-InsulinCorr,Intestine-InsulinGenes,Intestine-InsulinCorr,Hypothalamus-InsulinGenes,Hypothalamus-InsulinCorr
6091,Nkiras1,-0.19271133439869506,Mrpl23,-0.11900486793863922,Ugt2b35,-0.1032934274776676,2410014A08Rik,0.10096239017164906,4930513N10Rik,-0.10504001648348195
6092,Cldn4,-0.19269141463445638,Fndc3a,-0.11900082550704867,Olfr746,0.10329010732499186,Abcd3,-0.10095882518872962,Crk,-0.10501176913360312
6093,Brwd1,-0.19260026346458897,Atxn7l3,-0.11899816305262516,Ggps1,0.1032703916287802,Bex1,0.10094825127091389,"2900089D17Rik,Baiap2l1",-0.10497471754174428
6094,Vti1a,-0.19259463100384722,AI464131,0.11898583389970477,Adam5,-0.10325389122343827,Olfr64,0.10094066808391242,Fam19a5,0.1049743351925706
6095,Tars2,-0.19256047462951562,Exosc1,-0.11895771028098709,LOC100047837,0.10325166846424895,Sbno2,-0.10091947454312111,"Narfl,mmu-mir-6966",0.10496519814162195
6096,Khdrbs1,0.19254265285381483,1110038F14Rik,-0.11891550313373053,Ano7,-0.10325104946089413,Trim69,-0.10091315976196248,Zdbf2,0.10495672975472307
6097,Sap30l,-0.19251398708247663,Bag4,0.11884119500009045,LOC654842,0.10320672552766495,Aprin,0.10090623700925581,Cdk7,-0.10495364447150224
6098,Psma4,0.1925050300161803,Vmn1r54,0.1188410957973341,Olfr426,0.103206270926171,3930401K13Rik,0.10089911135956543,Afap1,0.10494246608265613
6099,Ik,-0.1924845862011983,Anapc2,0.11883041395226793,9930021J17Rik,0.10320027253124808,Cdc5l,0.10089651626666382,Wnt10a,0.10492796735922444
6100,Kcnk2,-0.19247896663055333,Atp6v0a1,-0.118810056277472,Mettl4,0.1031844193561789,LOC100048076,-0.10084883656805459,Fig4,-0.10491104052639122
6101,Medag,0.19246636188258537,St3gal3,0.11879148932052842,Btbd7,-0.10318132250204132,Slain1,0.1008374073772837,Epg5,0.10490853614608721
6102,Dact1,-0.1924654802996543,Tmod1,-0.11878000928623028,Abp1,0.10318050469854405,Car12,0.10082992378351044,Thop1,0.10488135234033541
6103,Ing4,0.19246053890820042,B4galt3,-0.11876830290889337,4930503B20Rik,0.10316283880853878,Pex3,0.10081914705528386,Trim28,-0.10486626073672374
6104,Notch2,0.1923256489364812,Srpk2,-0.11876217614386465,V1rd6,0.10315979471368832,Galnt11,0.10080196899246478,Slc2a8,0.10485868466609043
6105,Sema5b,-0.19231961883290458,Hyal1,-0.11875711485042809,Ovca2,-0.10315710313139131,Peg12,-0.10080065687467599,Fbxo6,0.1048182429894856
6106,Ubr4,-0.19227105840880498,Abcc10,-0.11875382520220414,Cyp2b13,0.10315403735185599,Mdm1,-0.10078818042588794,St3gal2,0.10480032015029081
6107,Csnk1e,-0.192263447845222,Fjx1,0.11874886643817167,Ddi2,-0.10314828180607943,Ahdc1,-0.10075285575272684,Sox18,0.10479920237498183
6108,Inmt,-0.19219613884451903,Defb11,-0.1187326296231124,Gpn1,-0.10312742726923319,Ptrh1,0.10071262586426075,Sf3a2,0.10479083010817927
6109,Actr1b,-0.19214173357531003,Capza3,0.11872295629639976,Cyp3a16,0.10308486316527393,D14Ertd500e,0.10066967230499953,Zfp747,0.10478695731719734
6110,Cutal,-0.19212384847977257,Tab3,-0.11872165482093135,Cyb5d1,-0.10307124677725152,Slc8a1,-0.10065255217288782,"Mir21,Vmp1",-0.10475954164117285
6111,Ckm,-0.1921004841589097,Ikbke,-0.11869377662151485,Tubb2c,-0.10302950128723948,Spa17,-0.10064635069878856,Zfp804b,-0.10475906784603849
6112,Psca,-0.19206702965819283,Bpifa1,-0.11865645776942466,4930518C23Rik,-0.10301962233627303,Pclo,-0.1006390389481492,Tom1l1,-0.10474831148842617
6113,Ppp1r21,0.1920071298565823,Cdca7,-0.11864830739361812,Tnfsf10,-0.1029848400718168,Zfp109,0.10063059773476452,Mansc1,0.10471300875898881
6114,Lypla1,-0.19200258022483468,Ina,-0.1185614387369284,Rnf2,0.10295932005989902,Vapb,0.10061218255893217,Exph5,-0.10469898386129757
6115,Bdkrb1,0.19197434575331387,Fbxw7,0.11855957183163161,LOC100043536,-0.10294716668086032,Enpp6,0.10060427463757673,1700028P14Rik,0.1046961622899735
6116,Snapin,-0.19188083561879124,Git1,0.1185385150169785,Azgp1,0.10293810452790378,Tas2r106,-0.10059963201352218,Nt5c1a,-0.10468832914791307
6117,Preb,0.19184790468881843,Camk1,-0.11848261193395122,0610010D20Rik,-0.10293244075621931,Elfn2,-0.10059785414303574,Mir5112,0.10467128701536177
6118,Pnn,-0.19184268168062835,Calb2,-0.11846290957613116,Dhdh,-0.10292828146640431,9830163H01Rik,0.1005968763053563,Mfrp,0.10465450153111687
6119,Ildr1,-0.19174112096453363,Nfe2l1,0.11843733429076306,Bai2,0.10291504023912523,Hddc2,0.10057986755393425,2310002J15Rik,-0.10464754787691585
6120,Col4a3bp,0.19167418968330419,Stx6,-0.11840632738027652,Zfp523,-0.10289961900892229,Hook3,-0.10057680238221033,Cped1,0.10463952848198181
6121,Wipi1,0.1916459751728834,Pmm1,0.1184044653715153,Smyd3,-0.10288680720898286,Klraq1,-0.10057602620231401,Gprin3,-0.10463498989085679
6122,Sult1c2,-0.1916119212972188,Tmem222,0.11837570630640373,Zfp426,0.10288438804971321,Olfr1506,-0.10057092444748934,"4932438H23Rik,Olig1,Paxbp1",-0.10461678098056508
6123,Tcof1,0.1915349632636384,Aldoart2,-0.11837119657728203,Dtymk,0.10288196476906962,Stac3,-0.1005703397900841,Rtn4rl2,0.10461411049888987
6124,Nde1,0.191474799293004,Allc,-0.11834573292249727,Grb7,0.10288157761972927,Hmgn3,-0.10056907282770747,Cpne6,0.10460665850610486
6125,Srprb,0.19146585245549821,Ghr,-0.11833081517240758,Ruvbl1,-0.10285967366663266,Kcnh7,-0.1005592429358276,Ticam1,0.10453309645513507
6126,Cntd1,-0.19143984813803844,Clcn5,-0.11832737766174443,Lmx1b,-0.102857508877768,Atp6ap1,-0.10054721079272382,Gm13187,0.10451756375238054
6127,Mkks,0.19139680479803559,D6Wsu163e,0.11832139177550154,Ryr3,0.10285634021141148,E030002O03Rik,0.10054705480296952,Mybl2,0.10451039263200862
6128,Cacnb3,0.19132765199869126,Pglyrp2,-0.11831129218844627,Ift80,-0.10283018067237303,Fshr,-0.10053254255631362,Fcf1,0.10448440270832439
6129,Tead4,-0.19125223588749493,Mmp17,0.11826102059032306,Olfr930,-0.10282455171900709,Midn,-0.1005303240295994,Grm8,-0.10446188443687636
6130,Slc28a3,-0.1912503232892772,Caml,-0.1182065679884648,LOC100045117,-0.10282161297317023,Fam18b,0.10050966563687093,Atg4b,-0.10445735667527951
6131,Wdr13,-0.19124681801755955,Naip6,-0.11820175189346317,Ifna6,-0.10281143888248889,Scamp5,-0.10048796109214718,Sco1,-0.10445132868237442
6132,Edc4,-0.19122101405081057,Plekho2,-0.11818793924196179,Wrn,0.10278093002259636,Ptges2,0.10048623907185246,Rwdd2b,-0.10444857071943307
6133,Rai1,-0.19118515457016785,Srpr,-0.11818514580531089,Gpr75,-0.10277954538004823,Syngr3,-0.1004782437919463,Clvs2,-0.10443993139720904
6134,Cpd,0.1911657814602144,Slc19a3,-0.11816539225303874,Klra21,-0.10276178821205728,Col7a1,-0.10047398331844945,Dixdc1,0.1044117922062231
6135,Kit,-0.19113179094947125,Kif23,0.118121913937362,Samm50,-0.10276053301713077,Raet1e,-0.10044193725726835,Dr1,0.10441047512543762
6136,Rhpn1,-0.19106471634262082,Ube2b,-0.11808928315628718,Scyl1,-0.10274935133232463,Nek6,-0.1004170450715121,Slc2a13,-0.10440655311746828
6137,Bscl2,-0.1910557970882253,1700067P10Rik,-0.11808597280209734,Otud5,-0.10273199362050232,Cfi,-0.10041659031572213,D030068K23Rik,0.10440137305237929
6138,Npy2r,-0.1909916713004632,Qsox1,-0.11807452377572411,Tacr2,0.10273090506913327,Ly75,-0.10040524918361016,Myl9,0.10439404775920182
6139,Pafah2,0.19096208346466614,Zyx,0.11805814980758529,EG574403,-0.10272339176638653,Rin1,-0.10039599984679885,Tapbpl,0.10438415948455179
6140,Pam16,-0.1909616627606425,Map1lc3a,0.11799315696168633,4930522H14Rik,0.10272294609456357,Rnuxa,-0.10039308541811497,Fez2,-0.10438326160783591
6141,Dhx57,-0.1908847024712975,Prss22,0.11797180549303317,Rac3,0.1027028754774871,Ifitm5,-0.10039133971817585,Trim39,0.10438022898254048
6142,1700029H14Rik,-0.19082624508733145,Zfp326,-0.11795839020270711,Gnrhr,-0.10270195387662134,Frs2,0.10039122637195151,Ints2,-0.10434739240564983
6143,Setd8,0.19079559422196235,Golga3,-0.11795320169651508,Sdf4,0.10269740482727123,LOC665103,0.10038115037838179,Snapc2,0.1043428924547052
6144,Gpa33,-0.1907651895659916,Tmod3,0.11795201335607262,Cd79b,0.10267714853422368,4930579E17Rik,0.10037618894333337,"Limd1,Sacm1l",-0.10432415037562812
6145,Tbx4,-0.19075678757162495,Snai3,0.11793731544810167,EG330602,-0.1026624482522237,Zfp92,-0.10037165708150501,Uimc1,0.104319979123081
6146,Pkp3,-0.19073531914592454,Tgfa,-0.11793498679438551,Slc28a2,-0.10261292300232291,Neil1,-0.10035253036939172,Eml1,0.10431004356296461
6147,Canx,0.19071129981440174,Gm9706,-0.11792409981602603,P4ha2,0.10261128384855828,Snrpb2,-0.10034836055836095,Gm10037,-0.10430812451294061
6148,Cxcl10,0.19066764417758317,Cops4,0.1178503999987126,Olfr541,-0.10255860619950666,Padi2,0.10029860915324332,Mvb12a,0.10428110760174866
6149,Txndc12,0.19061802283138818,Eif4h,-0.11782907642341645,EG317677,-0.10255643666947584,Tbx21,0.10028151606690434,Vgf,-0.10426191262285925
6150,Fgf23,-0.19060188835889094,Prkci,0.11782577324524844,AF529169,-0.10253889462445356,Ostb,-0.10028091466581494,Zfand6,-0.10425467792222551
6151,2210018M11Rik,-0.1905811411423774,Prm1,-0.11765860660390108,Trfr2,0.10253868264474096,Atp1b2,-0.1002390912683495,Tbc1d22a,0.10424794073276501
6152,Hnf1b,-0.19057897143901564,Pik3ca,-0.11765197352131469,Stbd1,-0.10252087017084772,Abcc6,-0.10023874696244249,Zfp449,-0.10421805933181383
6153,Rrn3,-0.1905759970256501,Gzma,0.11762884336230024,Uros,-0.1025113996648136,Prkch,0.10022376298696765,D330050G23Rik,-0.10421603455354037
6154,Ace,-0.19050561372962055,Sct,-0.1176194361744295,Bdkrb2,0.10247746943512262,Kif27,-0.10020859909594494,Ubl4,-0.10421571417102879
6155,Adad1,-0.19048780098568155,Senp3,-0.1176167341898115,Slc16a9,-0.10247308732527298,Trim30,-0.10019842933255575,Chd7,0.10420199104379399
6156,Anapc4,-0.19048001842431309,Hepacam2,-0.1175973568951869,LOC100039571,0.10246918942741762,Gstz1,0.10016208051237302,Samd4b,0.10419997817779941
6157,Srsf5,-0.1904742877855257,Tmem97,0.11750339165145862,Olfr791,-0.10246580302495305,1810015A11Rik,-0.1001561334218691,Adpgk,-0.10419970601071463
6158,Mthfr,-0.19041484736043782,Krtap5.2,-0.11749078798808983,Tmcc2,-0.10245590746880032,Daxx,0.10015360308612874,Trmt112,0.10419887383941932
6159,Armc12,-0.19030183682612611,Spt1,-0.11748094588249804,Gpr162,-0.10243474203726746,Crhr2,0.10012864835986035,Fam207a,-0.10418735043398829
6160,Efna2,-0.19030176351806052,Sh3bp4,-0.11747823431967153,Fhl5,-0.10243353969576066,9530015I07Rik,-0.10012359852427034,Klhl15,0.10417349506608807
6161,Epb4.1l4b,-0.19026533048455524,Rabep1,0.11744702332729774,Grin1,0.10242508095667667,Pex5,0.10008915277349037,5033411D12Rik,0.10417027273180672
6162,Kirrel,-0.1902429919790791,Calu,-0.1174185610376088,Hapln4,-0.10241989496447601,5330417C22Rik,-0.10006470778089961,Nfu1,0.10414040888233136
6163,Adi1,-0.19023325216711834,Cntn3,-0.11739346166455553,Spag4,0.10241161365163132,Slc16a7,-0.10003492509538846,Arhgap30,0.10412656889495764
6164,Ush1c,-0.19020448366020198,3110079O15Rik,0.11737747556943944,EG241041,-0.10237902010057363,Ppp1cc,-0.10002146787372573,Vhl,-0.10410378885263186
6165,Aspn,0.19018821137766684,Phf19,-0.11736340624848214,Olfr711,-0.10237809697795652,A130023I24Rik,0.10001308096248446,Gm4737,-0.10409719781483355
6166,Ccdc58,-0.19015582417332097,Tgif2,-0.11734249120683665,OTTMUSG00000005491,0.10235626440461544,Taar5,-0.09997595071941245,Fam189b,0.10409416382285461
6167,Slco2a1,-0.19014779075924046,Nrtn,-0.11733935604858929,Gm1604,-0.10233346416292598,R74862,0.09996901233302291,"B230369F24Rik,Gm16586,Hnrnpu",-0.10408998686528964
6168,Zfp94,-0.19014414733264715,Hemt1,-0.11726265473546725,Lix1,-0.10231253957280877,Immp2l,-0.09996259119124631,Ntsr2,-0.1040765610967372
6169,Zfp131,-0.19012801670340918,Cul4b,0.11722471497720745,Smcp,-0.10231175249192617,Parp16,0.09994729238832543,Nfib,0.1040764771930327
6170,Crtac1,0.1901208503150895,Dnase1l3,-0.11719302141303792,Smarcd1,-0.10230877888733933,Ube1c,0.09994538352618648,Fundc1,-0.10406937754871932
6171,Prss40,-0.19010608108135804,Tlr8,-0.11718947558676314,Ttc15,0.1023046372537002,Dctd,0.09992935895430083,Synpr,0.10406794401401583
6172,Mgat3,-0.19008767726960432,Mut,-0.11718924303443837,Rfc5,-0.10227087691808763,B230378H13Rik,0.09991656769003643,Gca,0.10404259291887209
6173,Psg23,-0.19001184014177463,Sftpc,-0.11718135660851538,Ano1,-0.10224645415656533,Dus2l,0.09991485535367617,Gm12408,-0.10403137889650836
6174,Rps24,-0.1899554143502027,Zfp14,0.11717288253874703,Ubxn10,-0.10223020668025319,Xlr5c,0.09990742748050746,Rbl2,0.10402723632324966
6175,Slc7a4,-0.18989009412467026,Stag1,-0.11715225659815691,Zfp473,-0.10221833225253198,Ndufs7,0.09988415550986574,Capsl,0.10402503739976982
6176,Hsd11b2,0.18987618707576723,Mpp5,-0.11714630417828314,Sh3rf1,0.10220075149653178,Zkscan6,-0.09988048501494534,Rrn3,-0.10401694363056652
6177,Trappc6a,-0.18984946282726864,Sh3bp5l,0.11714243097176003,Olfr547,0.10218440837923509,Cdh17,-0.09985861715967788,Tmem132c,-0.1040085392656202
6178,Pttg1ip,-0.1897484838845514,Map1s,-0.11714046842855805,Cabp1,0.10215890126386662,Gprc5b,0.09985363537017998,Zfp160,0.10394188465085212
6179,Dnase1l2,-0.1897034462545243,Ltbp2,0.11710328644888023,Celsr1,0.10215076506476066,Cnot10,0.09981801803172734,"Gm17354,Zfyve9",0.10392224171569686
6180,Heatr6,-0.18968270551833902,Mertk,-0.11706218438735931,Pde6c,-0.10213035128218077,Speer6-ps1,-0.09980918803087792,Tenm1,-0.10389018061545018
6181,Jkamp,0.18957747347296314,Nxph1,0.1170312476289223,Tmem90a,-0.10212870320939488,Ift140,-0.09979656285158178,"Gm26698,Irf2bpl",0.10389001265418271
6182,Nudt22,-0.18957560826831069,Anapc7,0.11695551600756889,Ear12,0.10210883104293536,Depdc6,-0.09979293890125629,Hsd17b10,0.10388104095073608
6183,Fgf1,0.18952627959664917,Rfx3,0.11694756838409058,Srrm2,-0.10210063236481409,Tmem118,0.09978841078351827,Setd3,-0.10387495653395816
6184,Grlf1,-0.18948964303387966,Ftmt,-0.11691460127366092,Il1r2,-0.10209026898017068,Cep27,-0.0997854037455747,Brd8,0.10385622380538347
6185,Tdpoz1,0.18947887868748733,Kcnj11,-0.11691332383930478,Iqcc,0.10208963403286078,Krt19,0.09974104476906404,9530077C05Rik,0.10384785224211299
6186,Lrfn1,-0.18947729830765236,Nfu1,0.1168477234299534,Esr1,-0.1020894089879759,Zfp516,-0.09972477880710615,Fam221a,0.10383982602106615
6187,Igfbp6,-0.1894728257001664,Dapk3,-0.11682946815818492,Tnfrsf4,-0.10206268895134007,Olfr393,-0.09971840095673054,Ubxn2a,-0.10383485036228413
6188,Dcun1d1,-0.18945836499030067,Kcna5,-0.11681334601075669,Npm2,-0.10205599499957085,Rab39b,-0.09970708738510922,Pink1,0.10379793018850114
6189,Bean1,-0.18942817365093642,Cldn10,-0.11679527695147163,Ptch1,-0.10202151310423695,Tuba3a,-0.09967928485872508,Gstm6,0.10378327831085642
6190,4932438A13Rik,-0.1894246535979251,Avpi1,-0.11677266691656504,9030624J02Rik,-0.10199089815791453,Mapk8,-0.09967315626369234,1700007G11Rik,0.1037629028183865
6191,Donson,0.1894056514464597,Lrba,0.11672182103092514,Rps23,-0.10197464852725129,Wisp2,-0.0996725783056799,Mllt3,-0.10367712898623997
6192,Ina,0.18937225709348124,Nsg2,-0.11670825577512638,Ino80e,-0.10196980418240156,D3Ertd751e,0.0996684530146131,Lrp6,0.10367699908521817
6193,Znrf2,0.18935527086363488,Cyp2d22,-0.1167059348702298,Heatr5a,0.10192844423855374,Pdc,-0.0996629782766137,Tsacc,0.10366435853820147
6194,Nme7,-0.18934332126930745,Clstn2,-0.11669821758202853,Ms4a4c,-0.10190843465136376,Nlrp3,0.09966205479935147,Atf1,-0.10366332293755798
6195,Nme5,-0.1892960568017587,Pax5,-0.11668419732032234,Nfe2l1,0.10184320183445117,AI413582,-0.09964291617481726,Abcc9,-0.10363757483896585
6196,Scrn2,-0.1892914659695675,Ndrg3,0.11663073044288322,Nanos1,0.10184204095168371,9030421J09Rik,-0.09962203602925905,Spata7,0.10363501488093188
6197,2610528J11Rik,-0.18926516772217117,Eif3b,0.11661569316184665,EG665378,-0.10181785381511935,Pcdhac1,0.09961300305373935,Med15,0.10362892628753878
6198,Trib3,-0.18922271184643802,Lbr,-0.11657678610571945,Hoxa2,-0.10181284270819295,Apoc4,0.09961217765245203,Mios,-0.10361708577627259
6199,Ly6h,0.18901583688984624,1700011A15Rik,-0.11656412674645437,LOC547343,-0.10181195014960419,Gtf2b,0.0996096595451269,"Camkv,Traip",-0.10359412275239407
6200,Ttyh1,-0.18901255350574578,Hoxc9,-0.11655900518315802,Fancc,-0.10178286185209755,Gpr77,0.0996026610677842,Gm13659,0.10359200971932381
6201,Erbb2ip,0.18900374866671985,Emc2,0.11650210900737408,Emd,-0.1017741991915603,Rab3ip,-0.09959248771769758,Ggnbp1,-0.10354550708427632
6202,Pdx1,-0.18897357568209752,Grpr,-0.11645635079648238,Mtap6,0.10176833044016557,Dck,0.0995680516437417,Ccdc109b,-0.10352815391077667
6203,Rapsn,0.18891201657171436,Bmpr2,0.11645049055138512,Olfr1495,0.10175765091973309,Zfp791,-0.09955638828610093,Adssl1,0.10352056235960312
6204,Ptp4a3,-0.1888860183938065,Polr1e,0.1164475739773632,Npepl1,-0.10171887700584815,Nola1,0.09953543202888733,Rtn3,-0.10351823695254006
6205,Hoxa2,-0.18887472724766907,Ceacam14,-0.11643535730303622,Cntnap2,-0.10168897340486895,Olfr312,0.09951836096045111,Tbkbp1,0.10351805671444347
6206,Polr2m,-0.18883963057312572,Slc16a6,0.11640042007768629,Mppe1,-0.10165866075839555,Olfr356,-0.09951337036027345,Gm15122,0.10349479136387184
6207,Pcdhb7,0.18877738518216758,Psme2,-0.11637944160346374,Taf8,-0.10165696176941948,Wdr66,0.09948088194124852,Map3k9,0.1034630848440976
6208,Adam5,-0.18873976934645878,Impg1,-0.11636888168141134,Spic,-0.1016406461792816,Whdc1,0.099467406787501,Katnbl1,-0.10345522767498834
6209,St5,-0.18868365436959178,Eif2ak3,0.11635338287252191,Olfr1225,0.10163977662524981,Hoxd12,-0.09940537793655031,"AI504432,Kcna3",-0.10345396376705406
6210,Ppp3cb,-0.1885585797932328,Ptger1,-0.11635062357946403,Bmpr1a,0.10163665702777798,Wdr67,0.09938867799792254,Chst7,-0.10344954086312767
6211,Dhx58,0.18850713841555583,6330408A02Rik,0.11632893977415644,Gpr83,-0.10163422211276192,Wdfy1,0.0993868562169197,"Gan,Gm20204",0.10344796901076186
6212,Kcnk1,-0.18850242718362686,Gsta3,0.11632053507997403,Il18bp,-0.10162283025084592,Rab25,0.09936834262761436,Gm26894,-0.10343068831480484
6213,Xirp1,-0.18845920416873607,Srprb,0.11628206374212956,LOC666676,-0.101614065378063,Slc3a2,-0.09936116149948372,Pifo,0.10342948273669991
6214,Hspa4,0.18843675929703105,Slc4a4,0.11627898127889799,Mbip,-0.10160481147625076,Rnase1,-0.09935997872549746,Gm13830,0.10342567497149428
6215,BC027231,0.18838838383492054,Coro2b,-0.11625092652257138,V1rh18,-0.10160413220210693,Scly,0.0993538493606095,4933439K11Rik,0.10341686157314642
6216,L3hypdh,-0.18838181550237804,Hectd3,-0.11624891419446813,Rdh10,-0.10159843679906036,Tmem87a,0.09935018202335305,Ccbe1,0.1034160510700257
6217,Glp1r,-0.18835423592086162,Rcc1,0.11624670830500464,Mtvr2,0.10157870761809971,Txndc8,0.09934718132597713,Galr1,-0.1034111133405026
6218,A230050P20Rik,0.18828224631218526,Adamtsl4,-0.11621172614093672,Vax2,-0.10156819923272119,Mak10,-0.09932732261615916,Jmjd7,0.10339436754170525
6219,Eef2,-0.18827165014416863,Ibsp,-0.11621122754869162,Pcbp3,-0.10155124325298062,LOC545732,-0.09932549162277962,Mrpl44,0.10339336626492465
6220,Cdyl,-0.1882614234483022,Map7d1,0.11618218795046258,Lamb1-1,-0.10154125521909174,BC048644,0.09930422251423651,Hiatl1,0.10338861955460844
6221,Agpat1,-0.18813592496698192,Gys1,-0.11616021374164082,Anapc2,-0.10153569669629281,Slc35f4,-0.09929848858268162,Taf15,-0.10337709504969528
6222,Efnb3,-0.1881335143540197,Fbxo17,-0.11608215635756029,Bmp5,0.10151184985801615,Arhgef3,-0.09929430620986075,Gm15751,-0.1033745567457221
6223,Nol12,0.18809237273980633,Dnpep,0.1160752280221523,Slc10a3,0.10150239967220442,Cyp2s1,-0.09928702047174673,Parp6,0.10336332922360937
6224,Abcg3,0.1880324383921632,Defb10,-0.11605628521320785,Olfr78,0.10149581731263398,Kcnj2,0.09928302380308679,Susd5,-0.10335129083005033
6225,Mapk9,-0.1880004752254534,Gpx7,0.11605123409094312,Aqp5,0.10149371685419041,Fgl2,-0.0992629045268084,Hps5,0.10332361820905912
6226,Slc25a38,-0.18795842615655695,Gosr1,-0.11604625266745208,Icos,-0.10148778639658608,Dyrk1b,-0.09926246285540302,Endov,0.10329120250974379
6227,Fam45a,0.187878751857499,Fam131a,-0.11603140360202707,Pou4f1,-0.10146906458458596,Lce1l,0.09925104949443896,"Cacng7,Cacng8,Gm23450",0.10322841808754538
6228,Ubald1,0.187850324020743,P2ry1,0.11593748793026801,Cry2,0.10145090602679338,Crabp2,-0.0991969390098383,Zc3hav1l,-0.10322552058318056
6229,Spryd7,-0.18784680428209205,Cdpf1,-0.11591045354478818,Psmc4,-0.10144208670573278,Spata19,0.0991660711172348,Cd59a,0.10322113436602252
6230,Prdx2,-0.1878092218807665,1190002N15Rik,0.11585407024514802,Kcnd1,-0.10143615147222379,Slc7a1,-0.09915919580479136,1190002N15Rik,0.10321697116231367
6231,Katna1,-0.18778596965626396,Coq5,-0.11581207535304676,Pja2,0.1014352824532339,Tas2r137,0.09915224121172017,Pgrmc2,-0.10320944139043203
6232,Pitx3,-0.18778130566602824,Rdh12,-0.11579778156526985,Slc4a4,-0.10143480645467558,Pdgfrb,0.0990975499316263,Chchd5,-0.10318701345735405
6233,Vps25,-0.1877618191408298,Kirrel,-0.11579697223854199,Cux1,-0.10143060104000276,Nol12,0.09908190742944373,Pmvk,-0.10317925610030089
6234,C1ra,0.1876232895377643,Ropn1,0.11577759911507961,Dgke,-0.10142828421483487,Egf,-0.09907888939327109,Rab3b,0.10313618209566121
6235,Arhgap24,-0.18757563650829068,Tro,-0.11577275708989267,Rrm2b,0.10141118992110049,Slc25a19,-0.09907525942177237,Cnga4,0.10312727333342198
6236,Lbx2,0.18750345474786437,Rpp21,0.11575996346586143,Ccdc56,0.10138652391689013,Celsr3,-0.09907491088266092,6720427I07Rik,0.10310735273629139
6237,Tmem38a,-0.18750275838788946,Vmn1r53,0.11571151858245576,Yipf1,-0.10135511592786861,Olfr826,-0.09905934934229971,Clec2d,0.10310214210107635
6238,Pdgfc,-0.18747801333146602,Rnf138rt1,-0.11571050755280755,Cog3,0.10134501706666492,S100a1,-0.09904015459718948,2410131K14Rik,-0.10306179728400525
6239,Trim10,-0.18744391001804134,Slc40a1,0.11565661848955826,Olfr663,-0.10134089961500388,H2-DMb1,0.09902816884431923,Mpv17l2,-0.10303936200390677
6240,Dusp10,0.18742575839995948,Stard3,-0.11565100197396191,Olfr549,0.10132576120285905,Csnk1g2,-0.09901572688611096,Pak6,0.10303933214838015
6241,Cd248,0.18739167795906553,Tiparp,0.11563481771066098,Commd10,0.10131467697044293,1110002N22Rik,0.09901457208782256,Slc25a36,0.10303464206458365
6242,Slc23a1,-0.1873288698342678,Dqx1,-0.11562654916138625,Terf2,-0.1012865134695651,Mapk13,-0.09899784619571254,Abat,0.10303103561449974
6243,Klk8,-0.18731238118804197,Pex16,0.11561573454155964,D4Bwg0951e,0.10128107278691423,Prrx1,-0.09899130695067801,Skiv2l,0.10302421772939878
6244,Slmo2,0.1872682107581677,Mapk6,-0.11558972471184026,5830415F09Rik,-0.10127494663737228,Hnrnpf,0.09898141543593664,Nr2f6,0.10302354680258614
6245,Nsmce2,-0.18720106903227415,Arnt2,-0.11558510738415786,Efna5,0.101260337526553,2610204L23Rik,0.09896888053659487,Taf1c,-0.10301872298711207
6246,Sh2d3c,-0.1871186495608124,Nhsl2,-0.11555959816631077,Serpinb9g,-0.10125024749173057,Pzp,-0.09893664807686278,Gab2,0.10301601573511043
6247,Sh3yl1,-0.1870626067696838,Ap1m1,0.11551622989943534,Wdr63,-0.10124562674274791,Scotin,0.09892777202242345,Ushbp1,0.10301026473363982
6248,Tmco3,0.1870408840938855,Mycl,0.11551031766286432,A830073O21Rik,-0.10124011639915441,Id4,-0.09892421944790239,Furin,0.10300459728559878
6249,Cox8b,-0.1869553136901829,Grin1,-0.1155007845052817,Ptgr2,-0.10119844238411244,Olfr1264,-0.09890656426130608,Angel1,0.1029979211364227
6250,Acd,-0.186932399721031,Ctdsp1,-0.11546655625701589,Olfr1043,-0.10118978675529253,Mex3a,0.09889352308113049,Gli3,0.10297496390279766
6251,Efna4,-0.18686698916976255,Pla2g2f,-0.11546412508899144,Noc4l,-0.10118016474309528,Olfr374,-0.09889263225823201,Xpr1,-0.10295532172227984
6252,Kcnmb2,-0.18685953314033427,Dnajb11,-0.1154638681704266,Mcts2,-0.10116071831420813,Med24,0.0988913026694123,"6720427I07Rik,Mirlet7a-1",0.10295474275514288
6253,Fmo3,-0.18683783352473832,Smpd4,-0.11535935966014232,Sdpr,0.10115108827634421,Fadd,-0.09889076665326427,Ube2q1,0.1029487434303974
6254,Apex2,0.1868017579615913,Fam53c,-0.11534413958341486,Tspan4,0.10113917587401906,Olfr133,-0.09886482500782284,4930593C16Rik,-0.10293865874004333
6255,Galc,0.18675749221468024,Mtrr,0.11530948088946205,Mapk1ip1,-0.10111370062843549,Ptpn18,0.0988587197239836,Akap10,0.10293673398497143
6256,Zfml,-0.18671262682651757,Nol11,0.11525383437197276,Ubxn1,-0.10111229228224744,Boc,0.09884754336579908,Rara,0.10293357543556761
6257,Sugp2,-0.1866929004164908,Tomm6,0.1152305596657187,Cd59b,-0.10109154893820392,Tbc1d10b,0.0988455766334317,Gal,-0.1029228999708631
6258,Alpl,-0.18664915592322917,Nt5m,0.11522434691540125,Gle1,-0.10109044445834378,Ralgds,-0.09881931297093463,Gm24119,-0.10291979618701494
